code,act,section,description
15919,"MVA","24.1(1)(b.1)(i)","Refusal to issue a licence, permit etc."
16345,"MVA","27(3)(c)","Failure to Change Address or Name"
16346,"MVA","27(3)(b)","Failure to Change Address or Name"
16347,"MVA","24.1(2.2)(b)","Refusal to issue a licence, permit etc."
16348,"MVA","24.1(2.2)(a)","Refusal to issue a licence, permit etc."
16349,"MVA","33","Employing unlicenced driver"
16350,"MVA","24.1(4)","Refusal to issue a licence, permit etc."
16351,"MVA","27(4)","Failure to Change Address or Name"
16352,"MVA","30(2)(b)","Production of Licence and Liability Card, Duplicat"
16353,"MVA","24.1(2.1)(e)","Refusal to issue a licence, permit etc."
15978,"MVA","45.3(3)","Role of the superintendent"
15979,"MVA","46(2)","Substitution of new licence where number plate or"
15980,"MVA","45.3(2)(b)","Role of the superintendent"
15981,"MVA","47(2)","Carrying of revenue receipt in lieu of licence"
15982,"MVA","45.3(2)(a)","Role of the superintendent"
15983,"MVA","46(1)","Substitution of new licence where number plate or"
15984,"MVA","46","Substitution of new licence where number plate or"
15985,"MVA","45.3(6)","Role of the superintendent"
15986,"MVA","45.3(5)","Role of the superintendent"
15987,"MVA","45.3(4)","Role of the superintendent"
15988,"MVA","38(3)(a)","Refund of fees"
15989,"MVA","35","Note:  Section(s) Repealed, Not In Force, Spent"
15990,"MVA","38(2)","Refund of fees"
15991,"MVA","38(1)","Refund of fees"
15992,"MVA","38","Refund of fees"
15994,"MVA","39(4)(a)","No transporter licence"
15995,"MVA","38(3)(b)","Refund of fees"
15996,"MVA","38(3)","Refund of fees"
15998,"MVA","39(3)(b)","No transporter licence"
15999,"MVA","39(3)(a)","No transporter licence"
16000,"MVA","39(3)","No transporter licence"
16001,"MVA","39(2)","No transporter licence"
16401,"MVA","11(4)","Number plates"
16402,"MVA","12(3)","Licence Plate Offences"
16108,"MVA","75(5)","Certificate of superintendent as evidence"
16109,"MVA","75(4)","Certificate of superintendent as evidence"
16110,"MVA","76(1.2)","Liability of Owner for Violation of Act"
16111,"MVA","77(2)","Giving Wrong Informatin or No Information to Peace"
16112,"MVA","81(2)","Liability of licensees for offences of employees"
16113,"MVA","55(1)(a)","Term and duration of licences"
16114,"MVA","76(2)(a)","Liability of Owner for Violation of Act"
16115,"MVA","76(2)","Liability of Owner for Violation of Act"
16116,"MVA","62(3)(c)","Fail to leave lic.num.-prop. dmg."
16117,"MVA","76(1.1)(b)","Liability of Owner for Violation of Act"
16118,"MVA","76(4)(a)","Liability of Owner for Violation of Act"
16119,"MVA","76(1.1)","Liability of Owner for Violation of Act"
16120,"MVA","76(1)","Liability of Owner for Violation of Act"
16121,"MVA","56(3)","Fees"
16122,"MVA","76(1.1)(a)","Liability of Owner for Violation of Act"
16123,"MVA","76(3.1)(b)(i)","Liability of Owner for Violation of Act"
16124,"MVA","76(3.1)(b)","Liability of Owner for Violation of Act"
16125,"MVA","76(3.1)(a)","Liability of Owner for Violation of Act"
16126,"MVA","76(3.1)","Liability of Owner for Violation of Act"
16127,"MVA","76(3)","Liability of Owner for Violation of Act"
16128,"MVA","76(2)(b)","Liability of Owner for Violation of Act"
16129,"MVA","61(1)","Fail to Report Accident"
16130,"MVA","56(2)","Fees"
16517,"MVA","20(2)(b)","Registration of Foreign Motor Vehicles and Trailer"
16518,"MVA","21(1)(a)(ii)","No vehicle licence"
16519,"MVA","22(1)","Classes of drivers licences"
16520,"MVA","22","Classes of drivers licences"
16521,"MVA","21(2)(c)","Reciprocal arrangements"
16522,"MVA","20(1)","Registration of Foreign Motor Vehicles and Trailer"
16523,"MVA","20(2)(a)","Registration of Foreign Motor Vehicles and Trailer"
15767,"MVA","134(3)(b)","Fail to yield - left turn - red light"
15768,"MVA","95(4)(a)","Reporting conviction or judgment"
15769,"MVA","95(1)(a)","Reporting conviction or judgment"
15770,"MVA","116(b)","Application"
15771,"MVA","118(2)(a)","Exemption for emergency vehicles"
15772,"MVA","118(2)","Exemption for emergency vehicles"
15773,"MVA","118(1)(d)","Exemption for emergency vehicles"
15774,"MVA","95(1)(e)","Reporting conviction or judgment"
15775,"MVA","95(1)(d)","Reporting conviction or judgment"
15776,"MVA","95(1)(c)","Reporting conviction or judgment"
15777,"MVA","95(1)(b)","Reporting conviction or judgment"
15778,"MVA","94(1)(c)","Driving while prohibited or suspended"
15779,"MVA","95(1)","Reporting conviction or judgment"
15780,"MVA","94(1)(d)","Driving while prohibited or suspended"
15781,"MVA","93(9)(b)","Stay of prohibition against driving"
15782,"MVA","93(9)(a)","Stay of prohibition against driving"
15784,"MVA","95","Reporting conviction or judgment"
15785,"MVA","102(3)","Issue of financial responsibility card"
15786,"MVA","95(3)","Reporting conviction or judgment"
15787,"MVA","95(2)","Reporting conviction or judgment"
15788,"MVA","93(12)(b)(ii)","Stay of prohibition against driving"
15789,"MVA","93(12)(b)(i)","Stay of prohibition against driving"
15790,"MVA","93(12)(b)","Stay of prohibition against driving"
15791,"MVA","95(4)(b)","Reporting conviction or judgment"
15792,"MVA","93(12)","Stay of prohibition against driving"
15793,"MVA","94(2)","Driving while Prohibited by Court Order"
15794,"MVA","93(10)(b)","Stay of prohibition against driving"
15795,"MVA","93(10)(a)","Stay of prohibition against driving"
16220,"MVA","81(1)","Liability of licensees for offences of employees"
16354,"MVA","30(2)","Production of Licence and Liability Card, Duplicat"
16355,"MVA","24.1(3)(b)","Refusal to issue a licence, permit etc."
16356,"MVA","27(2)","Failure to Notify Superintendant of Name Change"
16357,"MVA","24.1(3)","Refusal to issue a licence, permit etc."
16358,"MVA","24.1(2.2)(c)","Refusal to issue a licence, permit etc."
16359,"MVA","25","Examination of licensees"
16360,"MVA","24.2(b)","Inspection of vehicles and refusal to issue licenc"
16361,"MVA","24.2(a)","Inspection of vehicles and refusal to issue licenc"
16362,"MVA","24.2","Inspection of vehicles and refusal to issue licenc"
16363,"MVA","24.1(5)","Refusal to issue a licence, permit etc."
16364,"MVA","30(3)","Fail to surrender duplicate Drivers licence"
16365,"MVA","31.1(4)","Exemption-non resident driver"
16366,"MVA","31.1(3)(c)","Exemption-non resident driver"
16367,"MVA","31.1(3)(b)","Exemption-non resident driver"
16368,"MVA","30(2)(a)","Production of Licence and Liability Card, Duplicat"
16370,"MVA","24.1(3)(a)","Refusal to issue a licence, permit etc."
16371,"MVA","26","No refund for Drivers licence fee"
16372,"MVA","25(2)","Examination of licensees"
16373,"MVA","25(1)","Examination of licensees"
16758,"MVA","159(1)(b)","Fail to Complete Pass Safely"
16759,"MVA","159(1)(a)","Fail to pass at safe distance"
16760,"MVA","167","Improper Turn at Intersection"
16761,"MVA","159","Safety While Passing"
16763,"MVA","157(2)","Highway Lines"
16764,"MVA","157(1)(c)","Fail to Keep Right of Single Broken or Solid Line"
16765,"MVA","157(1)(b)(ii)","Cross solid broken line"
16766,"MVA","196(1)","Drive while control obstructed"
16767,"MVA","192(2)(b)","Unsecured motor vehicle"
16768,"MVA","195(2)","Improperly seated passenger"
16769,"MVA","158","Enter leave highway when unsafe"
16770,"MVA","160(1)(b)","Pass on right"
16403,"MVA","12(2)","Licence Plate Offences"
16404,"MVA","12(1)(c)","Displaying Number Plate other than that Issued for"
16405,"MVA","12(1)(b)","Driving without Current Number Plates"
16406,"MVA","6(1)(b)","Under Age Applicants"
16407,"MVA","6(1)(a)","Under Age Applicants"
16408,"MVA","6(1)","Under Age Applicants"
16409,"MVA","6","Under Age Applicants"
16410,"MVA","6(3)","Under Age Applicants"
16411,"MVA","11(3)","Number plates"
16412,"MVA","12(4)","Licence Plate Offences"
16413,"MVA","7(1)(b)","No Farm Tractor Licence when Pulling a Trailer"
16414,"MVA","7(1)(a)","No Farm Tractor Licence when Pulling a Trailer"
16415,"MVA","7(1)","No Farm Tractor Licence when Pulling a Trailer"
16416,"MVA","7","Licences for Farm Tractors"
16417,"MVA","5(f)","Payment of premium"
16418,"MVA","87","Appeal of prohibition against driving"
16419,"MVA","86(3)","Prohibition against Driving by Superintendent"
16420,"MVA","86(2)","Prohibition against Driving by Superintendent"
16421,"MVA","86(1)(c)","Prohibition against Driving by Superintendent"
16422,"MVA","86(1)(b)","Prohibition against Driving by Superintendent"
16423,"MVA","110(1)","Certified abstract"
16424,"MVA","110","Certified abstract"
16829,"MVA","215.1(1)(a)","Inspections"
16830,"MVA","215.1(1)(b)","Inspections"
16831,"MVA","215.1(1)(c)","Inspections"
16832,"MVA","215.1(1)(d)","Inspections"
16833,"MVA","217(7)(a)(i)","Seat Belt Assembly"
16834,"MVA","215.1(2)(a)","Inspections"
16835,"MVA","215(1)(f)(i)","Regulations"
16524,"MVA","20(5)(e)","Fail to register foreign motor vehicle"
16525,"MVA","20(1)(e)","Fail to register motor vehicle"
16526,"MVA","20(1)(d)","Registration of Foreign Motor Vehicles and Trailer"
16527,"MVA","20(4)","Registration of Foreign Motor Vehicles and Trailer"
16528,"MVA","20(3)","Registration of Foreign Motor Vehicles and Trailer"
16529,"MVA","20(2.1)","Registration of Foreign Motor Vehicles and Trailer"
16531,"MVA","3.1(2)(b)","Fail to register vehicle"
16532,"MVA","20(2)","Registration of Foreign Motor Vehicles and Trailer"
16533,"MVA","20(5)(b)","Fail to register vehicle"
16534,"MVA","20(5)(a)(ii)","Fail to register foreign motor vehicle"
16535,"MVA","20(5)(a)(i)","Fail to change foreign vehicle"
16536,"MVA","20(5)(a)","Driving Motor Vehicle or Trailer after Permit Expi"
16537,"MVA","20(5)","Fail to register foreign motor vehicle"
16539,"MVA","3(5)(c)","Registration and Licence"
16540,"MVA","3.1(1)","Fail to register vehicle"
16541,"MVA","3.1","Fail to register vehicle"
16542,"MVA","3(8)","Registration and Licence"
16221,"MVA","89(6)","Driver to surrender licence"
16222,"MVA","89(5)","Driver to surrender licence"
16223,"MVA","89(4)","Driver to surrender licence"
16224,"MVA","90(2)(a)","Prohibition against driving by court"
16225,"MVA","89(2)","Fail to surrender dl to court or sheriff when proh"
16226,"MVA","93","Stay of prohibition against driving"
16227,"MVA","92","Automatic Prohibition Against Driving on Convictio"
16228,"MVA","93(4)","Stay of prohibition against driving"
16229,"MVA","89(1)(b)","Driver to surrender licence"
16230,"MVA","90(2)","Prohibition against driving by court"
16231,"MVA","90(1)","Prohibition against driving by court"
16232,"MVA","90","Prohibition against driving by court"
16233,"MVA","89.1","Notice of prohibition"
16234,"MVA","93(7)","Stay of prohibition against driving"
16235,"MVA","93(6)(b)","Stay of prohibition against driving"
16236,"MVA","93(6)(a)","Stay of prohibition against driving"
16237,"MVA","93(6)","Stay of prohibition against driving"
16239,"MVA","92.1(4)","Failing to stop for peace officer"
16241,"MVA","92.1(5)","Failing to stop for peace officer"
16242,"MVA","93(3)","Stay of prohibition against driving"
16243,"MVA","93(2)","Stay of prohibition against driving"
16244,"MVA","93(1)","Stay of prohibition against driving"
16245,"MVA","92.1(1)(a)","Fail to stop police pursuit"
16246,"MVA","92.1(6)","Failing to stop for peace officer"
16248,"MVA","92(3)","Automatic Prohibition Against Driving on Convictio"
16249,"MVA","92(2)(c)","Automatic Prohibition Against Driving on Convictio"
16250,"MVA","92(2)(b)","Automatic Prohibition Against Driving on Convictio"
16251,"MVA","92(2)(a)","Automatic Prohibition Against Driving on Convictio"
16252,"MVA","92.1(1)(a)(i)","Fail to stop police pursuit"
16625,"MVA","135(2)(a)(ii)","Fail to stop yellow arrow - in intersection"
16626,"MVA","136(2)(a)(i)","Flashing red light no intersection"
16771,"MVA","160(1)(a)","Pass on right"
16772,"MVA","160(1)","Pass on Right"
16774,"MVA","159(2)(b)","Increase speed while being passed"
16775,"MVA","159(2)(a)","Fail to yeild for passing vehicle"
16778,"MVA","192(2)(a)","Leaving Parked Vehicle Unlocked"
16779,"MVA","195(1)","Operate motorcycle not on seat"
16781,"MVA","194","Caution when Backing Vehicle"
16782,"MVA","193(3)","Parking on private property"
16783,"MVA","193(2)","Parking on private property"
16785,"MVA","185(2)(c)","Cycle two abreast"
16786,"MVA","190(1)(l)","Double parking"
16791,"MVA","211.1(1)(j.1)","Specific powers to make regulations"
16792,"MVA","211.1(1)(o)(i)","Specific powers to make regulations"
16793,"MVA","211.1(1)(o)","Specific powers to make regulations"
16794,"MVA","211.1(1)(n)","Specific powers to make regulations"
16795,"MVA","211.1(1)(m)","Specific powers to make regulations"
16796,"MVA","220.1(2)","Driving with more than 80 milligrams of alcohol in"
16797,"MVA","214(8)","24 hr prohibition"
16798,"MVA","220.2(1)","Demand for blood sample"
16799,"MVA","220","Refusal to give blood sample"
16836,"MVA","214(10)","24 hr prohibition"
16837,"MVA","214(9)","24 hr prohibition"
16838,"MVA","215(1)(c)","Regulations"
16839,"MVA","215(1)(f)(ii)","Regulations"
16840,"MVA","217(6)","No Seat Belt Between Age 6 and 16"
16841,"MVA","215(1)(g)","Regulations"
16842,"MVA","215(1)(h)","Regulations"
16843,"MVA","215(1)(c)(ii)","Regulations"
16844,"MVA","215(1)(c)(i)","Regulations"
16845,"MVA","215.1(2)(b)","Inspections"
16846,"MVA","215(1)(b)","Regulations"
16847,"MVA","217(4)","Seat Belt Assembly not Worn while Driving Motor Ve"
16848,"MVA","215.2(d)","Superintendents standards and approvals"
16849,"MVA","215.2(b)","Superintendents standards and approvals"
16850,"MVA","216","Equipment of Motor Vehicles"
16851,"MVA","216(4)","Equipment of Motor Vehicles"
16852,"MVA","216(3)","Equipment of Motor Vehicles"
15560,"MVA","214(4)","24 hr prohibition"
15561,"MVA","211.3(4)(f)","Use of television set while driving"
15708,"MVA","137(3)(b)","Disobey pedestrian controls"
15709,"MVA","140","Obstruction of signal prohibited"
15710,"MVA","120(7)(b)","Municipal powers"
15711,"MVA","138(b)","Disobey ped. controlled signal"
15712,"MVA","145","Driving Over Speed Limit"
15713,"MVA","144","Erection of speed sign"
15714,"MVA","143","No work in progress signs posted"
15715,"MVA","142","Unlawful alteration of traffic control device"
16627,"MVA","135(2)(a)","Fail to stop - yellow arrow - marked crosswalk"
16628,"MVA","135(2)","Fail to stop-yellow arrow-marked crosswalk"
16629,"MVA","135(1)(b)","Ped fail to yield to vehicle on green arrow"
16630,"MVA","120(1)(e)","Municipal powers"
16631,"MVA","136(1)(b)","Fail to stop-flashing red light"
16632,"MVA","136(1)(a)","Fail to Stop at Flashing Red Light"
16633,"MVA","136(1)","Flashing red light at intersection"
16634,"MVA","136","Flashing Lights"
16635,"MVA","135(2)(d)(ii)","Fail to stop-yellow arrow-marked crosswalk"
16636,"MVA","135(2)(d)(i)","Fail to stop-yellow arrow-marked crosswalk"
16637,"MVA","135(2)(d)","Fail to stop-yellow arrow-marked crosswalk"
16638,"MVA","135(2)(c)","Fail to stop-yellow arrow-marked crosswalk"
16639,"MVA","137(3)(a)","Disobey walk sign"
16640,"MVA","147","Fail to remove temporary traffic control device"
16641,"MVA","149(2)","Careless Driving Prohibited"
16642,"MVA","135","Disobey green arrow"
16643,"MVA","149(1)(b)","Careless Driving without Reasonable Consideration"
16644,"MVA","149(1)(a)","Driving without Due Care and Attention"
16645,"MVA","149(1)","Careless Driving Prohibited"
16646,"MVA","137(2)","Disobey walk sign"
16648,"MVA","150","Slow Driving"
16649,"MVA","135(2)(a)(i)","Fail to stop - yellow arrow - marked crosswalk"
16650,"MVA","151(2)","Disregarding Speed Sign"
16651,"MVA","151(1)","Speed in outside municipality"
16652,"MVA","151","Speed Limits"
16653,"MVA","150(2)","Slow driving"
15562,"MVA","213(3)","Tear down traffic control device"
15565,"MVA","211.1(1)(dd)(ii)","Specific powers to make regulations"
15566,"MVA","211.3(4)(e)","Use of television set while driving"
15567,"MVA","211.3(4)(d)","Use of television set while driving"
15568,"MVA","211.3(4)(j)","Use of television set while driving"
15569,"MVA","213(1)(b)","Erect sign against bylaws"
15570,"MVA","211.3(4)(c)","Use of television set while driving"
15571,"MVA","211.3(4)(i)","Use of television set while driving"
15572,"MVA","213(2)","Signs"
15573,"MVA","211.3(4)(g)","Use of television set while driving"
15574,"MVA","213(1)","Signs"
15576,"MVA","195(2)(b)(iii)","Motorcycle passenger not lawfully seated"
15577,"MVA","195(2)(b)(ii)","Motorcycle passenger not lawfully seated"
15578,"MVA","195(2)(b)(i)","Motorcycle passenger not lawfully seated"
15581,"MVA","192(2)","Leaving Parked Vehicle"
15583,"MVA","193","Parking on private property"
15585,"MVA","190(1)(j)(ii)","Park where prohibited"
15586,"MVA","190(1)(j)(i)","Park vehicle for sale"
15587,"MVA","190(1)(j)","Unlaw. stop park to advertise"
15590,"MVA","192(1)","Unsecured motor vehicle"
15591,"MVA","192","Leaving Parked Vehicle"
